session_id,query_text,search_time,total_results
search_991ee5dd2cc941888dc4a6b7061f6489,"(techniques OR tools) AND (""machine learning"") AND (""matching and grounding annotated data"") AND (""existing knowledge base"") AND (""sentence embedding-based cosine similarity"") OR (""clustering algorithms"")",2025-05-22T21:57:11,12
search_996ff4b6fbcf4708967d89beae67b965,(resources) AND (translating Tunisian Arabic) AND (manually translated comments) AND (native speakers) AND (data augmentation) AND (segmentation at stop words level),2025-05-22T21:56:49,2
search_999e93e7f58e414099ba3addb53e8b45,"(scholarly articles) AND (""enhancement of dense retrieval"") AND (""student models"") AND (""prediction distributions from teacher models"")",2025-05-22T21:58:18,5
search_99d0db865473490698d5f5898857d204,(paper) AND (NLI model) AND (sentence-level relation extraction) AND (hypothesis generation) AND (verification) AND (entity-type constraints),2025-05-22T21:56:54,0
search_99e925b3d78147f59e0c66af9db31e57,"(study) AND (""compression method"") AND (""merges product quantization"") AND (""integer quantization"") AND (""token-level retrieval"")",2025-05-22T21:57:46,2
search_9b08fae38d254d29b43d0b55f76fa927,"(study) AND (""mean pooling"" AND ""outperforms CLS"") AND (""semantic similarity tasks"") AND (""pretrained transformer models"") AND (""sentence embeddings"")",2025-05-22T21:57:14,0
search_9c0301f437674c468476dba882cd8a92,"(research papers) AND (""automatically choosing in-context examples"")",2025-05-22T21:58:10,12
search_9c35ef9923444c15b39f81c4302843eb,"(research) AND (""neural language models' forecasts"") AND (""human linguistic processing"") AND (""syntactic surprisal"")",2025-05-22T21:58:00,4
search_9d4ccb19ba464e40b6e71acce0c4ba90,"(study) AND (""enhancing token alignment"") AND (""speech processing"") AND (""inverse document frequency"")",2025-05-22T21:57:28,0
search_9f8678d3e6df48ba82ebcdfe67cae50d,"(research) AND (""starting language models with weights"") AND (""pretrained nondiffusion models"") AND (""convergence behavior"") AND (""diffusion losses"")",2025-05-22T21:57:54,2
search_9fcc1cb9a2ad4cb5b04a7f0c5e7e1db3,"(research) AND (""generative modeling approaches"") AND (""event extraction"") AND (""large pre-trained language models"") AND (""reduce complexity of template engineering"")",2025-05-22T21:57:39,7
search_9ff04a6197134dca9dd0e1e1a9983530,(paper) AND (transformer-based sentence embeddings),2025-05-22T21:56:52,12
search_a024653cb6d5487f883213052a096b17,"(papers) AND (""address the background-shift problem"") AND (""named entity recognition"") AND (""identifying non-entity type tokens"") AND (""knowledge distillation from an old model"")",2025-05-22T21:58:05,10
search_a03f698fd2ec45799951d409c88826e2,"(articles) AND (""computational humor"") AND (repetition) OR (""language models"" AND GPT-2) AND (""humor recognition"")",2025-05-22T21:57:02,3
search_a05aa68e139a49468dbf4049baf4bbc6,"(research) AND (""cross-attention mechanisms"") AND (""improve the interplay"") AND (""token and syntax data"") AND (""automated program repair systems"")",2025-05-22T21:57:59,3
search_a0db8b61f78b44658dd7ad3f014f5af8,"(simultaneous machine translation) AND (tool OR technique) AND (""ground-truth alignments"") AND (""training models"" AND ""incremental translation"")",2025-05-22T21:57:08,6
search_a17fe2cc8bc24f8682a4ce15fcc13aa8,"(research) AND (""multimodal annotation system"") AND (""analyzing dialogues"") AND (""video content"")",2025-05-22T21:57:51,2
search_a1ee0605cc8d48aaae0ebe37aa0af034,"(papers) AND (""training video-language models"") AND (""contrastive approaches"") AND (""evaluation on temporal localization tasks"")",2025-05-22T21:57:19,12
search_a20fcab447564b2ba37c7c6cd705d8e5,"(study) AND (""language models"" AND ""not robust"") AND (""surface form editing"") AND (""testing commonsense knowledge"")",2025-05-22T21:57:26,12
search_a260c31458d24b3da34a9cc1cb80a4e2,"(datasets) AND (""benchmark LLM performance"") AND (""conversational continuity"") AND (""recall"") AND (""long multi-session conversations"")",2025-05-22T21:57:50,1
search_a27414a5982e406e98fd6bff1709341b,"(studies) AND (""emotion-classification"") AND (""group dialogues"")",2025-05-22T21:58:03,4
search_a4192c93a9c440efa96ca28fa8d67e30,"(research) AND (""multiple models"") AND (""learn the preferences of individual annotators"") AND (""ensembles these models"") AND (""majority-vote preference scores"") AND (""uncertainty measure"")",2025-05-22T21:58:04,0
search_a4657b8201ac4d038a3add4e0cb5a079,"(research) AND (""multihead attention networks"") AND (""discern word interrelations"") AND (""news content"") AND (""detecting political perspectives"")",2025-05-22T21:57:35,0
search_a52d3248e87648c19a61b1caa7b2ae67,"(research) AND (""loss of spatial information"") AND (""effectiveness of global features"") AND (""visual tasks"")",2025-05-22T21:57:37,12
search_a68224fcf10b428688e4273a68d36e76,"(research) AND (""aspect-based sentiment analysis"") AND (""different languages"") AND (""code-switching of aspect terms"")",2025-05-22T21:57:58,12
search_aa5469da09894b28b0a686ba2a4a8a27,"(research) AND (""matching word senses"") AND (embeddings) AND (""without external lexical resources"")",2025-05-22T21:57:14,3
search_ab13b113df6542668b90dd2578543a21,"(research) AND (""prompt tuning using soft embeddings"") AND (""pretrained language models"") AND (""downstream applications"") AND (""minimal finetuning"")",2025-05-22T21:57:52,0
search_ab80a291dff843a2a57d71b25fc822c3,"(study) AND (""enhancing prompt engineering techniques"") AND (""generative models"") AND (""meta-learning strategies"")",2025-05-22T21:57:28,12
search_ac0a0d87466d4d7bb53f369aa514e926,"(study) AND (""contrastive learning"") AND (""unimodal representation learning"") AND (""sentence embeddings"")",2025-05-22T21:57:46,10
search_ad8198a75da4485b8d9c83f99356e4fd,"(research) AND (""decoding strategies"" AND ""top-k"") AND (""hallucinatory in generated text"")",2025-05-22T21:57:35,2
search_adf6f039eb534e4eade035cc86b7a810,(studies) AND (combine) AND (convolutional neural network) AND (recurrent neural network) AND (feature extraction) AND (relation extraction),2025-05-22T21:56:51,0
search_ae7c97c6b10248599c83ed0e2a47ca3d,"(study) AND (""variational autoencoders"") AND (""standardize open knowledge graphs"")",2025-05-22T21:57:25,5
search_b000fcc4e4034dd2b9b8dccc323ce28a,(studies) AND (evaluating text generation models) AND (dimensions) AND ((T5) OR (FLAN-T5)) AND ((summary-level) OR (turn-level)),2025-05-22T21:56:52,0
search_b00e9952f48a4f43a526f700006e8473,"(""adatp named entity recognition systems"") AND (""learn new entities"") AND (""knowledge distillation"") AND (""synthetic data augmentation"") AND (""two-stage training approach"")",2025-05-22T21:58:13,12
search_b026ccf7ff0945619e8f9f4ba2397fc8,(studies) OR (tasks) AND (detecting patronizing language) AND (detecting condescending language) AND (vulnerable communities),2025-05-22T21:56:53,12
search_b045fefa85d146d99485fe27f170d0ff,"(research) AND (""improvement of Recurrent Neural Network Transducers"") AND (""integration of cross-attention mechanisms"") AND (""simultaneous translation"")",2025-05-22T21:57:56,4
search_b0573e225c674adf89869dfa9b213602,"(study) AND (""few-shot relation extraction challenges"") AND (""global and local attributes"") AND (""external descriptions of relations"")",2025-05-22T21:57:25,2
search_b1b619c3718f44419112d639d8022626,"(research) AND (""syntactic configurations"") AND (""aspect-level sentiment analysis"") AND (""pretrained model"" AND RoBERTa)",2025-05-22T21:57:36,0
search_b1e2a8d8a68849499b5b85d5e8858f18,"(research) AND (""improves knowledge base generation"") AND (""non-differentiable evaluation metrics"" AND (BLEU OR METEOR OR ""chrF++""))",2025-05-22T21:57:38,0
search_b25f9702dbe34ff6970e8392912ce435,"(study) AND (""employing graph neural networks"") AND (""replies"") AND (""multi-party conversational contexts"")",2025-05-22T21:57:27,0
search_b2f6663f217a44a483af2c1162e16a77,"(good datasets) AND (""conversational question answering"")",2025-05-22T21:57:10,12
search_b4e2a396da344ccb8143c851426e2418,"(advancements) AND (""language models"" AND ""without tokenization"") AND (""encoding at the character level"") AND (""benefits compared to subword tokenization"")",2025-05-22T21:58:11,7
search_b5417741ab054fc4867842b5897491d6,"(literature) AND (dependency-based models) AND (relation extraction) AND (dependency parsing) AND (""non-local syntactic relations"")",2025-05-22T21:56:55,6
search_b85999ec752b47ef9b10523e4747b648,"(research) AND (""prompt tuning"") AND (""improve generalizability"") AND (""pre-trained models"") AND (""avoiding catastrophic forgetting"")",2025-05-22T21:57:33,0
search_b9930321526143f983e94513e08340f9,"(study) AND (""graph-based modeling of interactivity"") AND (""various modalities"") AND (""non-aligned multimodal sequential datasets"")",2025-05-22T21:57:28,12
search_ba41aa274f6e42e2b5ce810869753ac7,"(detailed discussion) AND (""automating the assessment of clarifications"") AND (""instructional text"") AND (""grading clarifications"") AND (""ranking them on a scale"")",2025-05-22T21:57:15,0
search_baccd175106b4a9d84c18a05c64a9a89,"(study) AND (""trainable prompts"") AND (""enhance parameter optimization"") AND (""machine learning models"")",2025-05-22T21:57:31,5
search_bb096034b61a4a2992bb0f2ff8b83327,"(understanding perplexity) AND (""identifying misinformation"") OR (""fact-checking"")",2025-05-22T21:57:03,12
search_bb262fdab89145ff9da12f4310166c85,"(multi-hop question answering) AND (paper) AND (""per-hop retrieval evaluation"") AND (""treats each hop independently"")",2025-05-22T21:58:12,12
search_bc88e54663aa40b3b11652edf26e59e9,"(studies) AND (""incorporating external commonsense knowledge"") AND (""conversational models"") AND (""enhance emotional support"")",2025-05-22T21:57:21,2
search_be2008dc1ab44602be7f033a139ee5b3,"(studies) AND (""creation of memory management systems"") AND (AI) AND (""improve sustained conversational capabilities"") AND (""contextual retention over extended periods"")",2025-05-22T21:58:11,0
search_bed54454acf64c249ebafad3e737bab1,"(work) AND (""open information extraction"") AND (""beyond verbs"") AND (nouns OR adjectives)",2025-05-22T21:57:18,0
search_c1345833aca941168518ae75d0705bf7,"(machine translation) AND (""encoder/decoder layers"") AND (""attention heads"") AND (hyperparameters) AND (""neural network model"")",2025-05-22T21:57:07,0
search_c13d1abcb35b42feb2350bfe4a33542d,"(studies) AND (""dialectal variations"") AND (""normalized text"") AND (""non-Latin scripts"") AND (Arabic OR Japanese)",2025-05-22T21:56:59,0
search_c26ae7004b974964aa95fb6e7a5f68c6,"(research) AND (""embedding multi-bit data"") AND (""watermarks"") AND (""improve resilience to text corruption"") AND (""safeguarding keywords and syntactic elements"")",2025-05-22T21:58:17,0
search_c3b14a3088b04c5ca1c14ce616e64b8b,"(recent advancements) AND (""parsing complex multi-hop questions"") AND (""sequence of simpler query steps"") AND (""improved question answering"")",2025-05-22T21:57:10,12
search_c3d7108d90cb47038dd67e9640c9db67,"(corpus) AND (""CCG annotations"") AND (""natural language processing"") AND (supertagging)",2025-05-22T21:57:14,0
search_c3ef486cea37474eba33b43b3fd766da,"(research papers) AND (""critically analyzed the performance speed"") AND (""non-autoregressive translation models"") AND (""autoregressive models"")",2025-05-22T21:58:07,12
search_c5d59021204a4be19f4b6f115d383e38,"(paper) AND (""large structured knowledge base"") AND (wikipedia) AND (""entity linking"") AND (""ranking tasks"")",2025-05-22T21:57:22,2
search_c608b06421c7435894deb1e2c9e7f1a5,"(research) AND (""challenges faced by pre-trained language models"") AND (""learning inferential commonsense knowledge"") AND (""sparse context"")",2025-05-22T21:57:36,12
search_c83273b49abd49acb79cdea069b36e6f,"(study) AND (""contrastive learning"") AND (""enhances sentence-level embeddings"") AND (""natural language processing"")",2025-05-22T21:57:29,12
search_c842bf03235a4ef599a78a8dc64039c4,(foundational paper) AND (scalable framework) AND (generating English sentences) AND (controllable semantic attributes) AND (controllable syntactic attributes) AND (augmenting datasets) AND (NLP tasks),2025-05-22T21:56:54,9
search_c8d2eaa3b2b348ca860afc063ebd8d80,"(research papers) AND (""using language models for providing evidence"") AND (""fact-checking systems"") AND (""risks propagating biases"")",2025-05-22T21:58:08,12
search_c8fa32512fa94ac89bcdec02ffb0f980,"(natural language processing) AND (""model's prediction entropy"") AND (""copying existing text"" VS ""generating novel content"")",2025-05-22T21:57:08,12
search_c91dfb2040a0469da321494b82c234fb,"(research) AND (""drawbacks of dense retrieval systems"") AND (""large-scale indices"")",2025-05-22T21:57:56,12
search_c98c384914544bd28db6e570cae27c3a,"(study) AND (""implementation of sparsity"") AND (""attention mechanisms"") AND (""extremely lengthy documents"")",2025-05-22T21:57:31,0
search_c9978c9fb8144441ae5cd67aaafdbde4,"(research) AND (""identifying excess and insufficient translations"") AND (""evaluating machine translation"") AND (""resolving label discrepancies"") AND (""omitted content"")",2025-05-22T21:57:37,0
search_ca1cd814959c4664bb1fcf559540c29a,"(literature) AND (""enhanced semantic parsing methods"") AND (""high-quality meaning representations"") AND (""knowledge-constrained decoding"") AND (""specific grammar rules"")",2025-05-22T21:56:56,4
search_cc864066043a467c91c8b243d10722b6,"(research) AND (""coreference resolution"") AND (""dialogue summarization quality"")",2025-05-22T21:57:51,2
search_ccd92c19c81c460f83fc467c708120df,"(dataset) AND (""question-answering frameworks"") AND (""temporal knowledge graphs"") AND (""broad coverage"")",2025-05-22T21:57:44,3
search_cd84f7a5b6f74d2eaa9d95566fff5989,"(literature) AND (dataset) AND (emotions) AND (anger OR anticipation OR fear OR joy OR sadness) AND (""Facebook posts"" AND ""multiple languages"")",2025-05-22T21:56:56,0
search_cd8a83a4ad884943be718f53cf3bfc6a,"(research papers) AND (""summarizing arbitrary length documents"") AND (""without truncating the input"") AND (""memory networks"")",2025-05-22T21:58:10,6
search_d08978e894744e05a2b63442a10eaf1f,"(research) AND (""Word Mover's Distance"" AND sentences) AND (limitations of bag-of-words) AND (word order) AND (text similarity)",2025-05-22T21:56:55,4
search_d0acff983fbb4fcd9069c165d61b6530,"(research) AND (""dual-phase method"") AND (""sentence paraphrasing"")",2025-05-22T21:57:37,9
search_d1a509eea37749c0bb204c718304fe86,"(research) AND (""specialized architecture"") AND (""pre-trained language models"") AND (""enhance text-to-SQL tasks"")",2025-05-22T21:57:53,12
search_d37c14f4dec5411b9e47686fe9292618,"(research) AND (""generating synthetic labels"") AND (""vast text collection"") AND (""pre-train models"") AND (""few-shot learning applications"")",2025-05-22T21:57:55,12
search_d3dba2b4bc3a4717b7a4104007f515fc,"(discourse parsing literature) AND (""parser performance"") AND (""original Parseval procedure"") AND (""micro-averaged F1 scores"")",2025-05-22T21:57:06,4
search_d3e7c54d343e4eba8e2b50189e6a70b5,"(research) AND (""language models"" AND ""creole languages"") AND (""Nigerian Pidgin"") AND (""linguistic relationship with English"")",2025-05-22T21:57:52,0
search_d507559deded435caa8098abe4f96423,"(research) AND (""strangers exchange information"") AND (""discussions"") AND (""kinds of information shared"") AND (""first encounters"")",2025-05-22T21:57:52,0
search_d54fe2d5919f4e54b18f3b145f9a7ad3,"(studies) AND (""novel methods for capturing data"") AND (sarcasm detection) AND (""social media platforms"" AND Twitter)",2025-05-22T21:57:00,2
search_d5806c9d97d94b6cab4596dcc71554f8,"(study) AND (""guiding abstractive summarization"") AND (""assessing sentence informativeness"")",2025-05-22T21:57:29,8
search_d610fb3de8184ac19e8fd4fcc6f70c99,"(research) AND (""few-shot slot tagging"") AND (""micro-F1 scores"") AND (""different test episodes"")",2025-05-22T21:57:23,0
search_d85b0fd8c975427ea9410b6bff2af87d,"(study) AND (""text generation from tabular data"") AND (""titles, column headings, and cell content"") AND (""numerical reasoning"")",2025-05-22T21:57:31,0
search_d86f06433d404b4c90946409eb6d8274,"(research) AND (""conventional data augmentation methods"") AND (""removing words"" OR ""truncating sequences"") AND (""contrastive learning"") AND (""NLP applications"")",2025-05-22T21:57:38,10
search_d93ef006c52341c0b6c79c99ea586d07,"(research) AND (""annotating user comments"") AND (""claim verifiability"")",2025-05-22T21:57:13,2
search_dab6709a58f3429294a4a4baaaf940f9,(publications) AND (evaluation metrics) AND (semantic role labeling) AND (precision) AND (evaluation scripts) AND (SemEval),2025-05-22T21:56:51,0
search_dc56b1eaf34f44db922b119a1ddd3685,"(recent studies) AND (""prompt fine-tuning"") AND (""semi-supervised learning"") AND (""natural language understanding"")",2025-05-22T21:56:57,12
search_dcf335ba58ed409da3d78958a4dc8199,"(studies) AND (""debiasing language models"") AND (""automatically"") AND (""prompting"")",2025-05-22T21:57:21,2
search_dcfcb1c8e6fa4780a5ff7fc25f09cd7e,"(research) AND (""language models"" AND ""extended contextual information"") AND (""book dataset"" AND ""Project Gutenberg"")",2025-05-22T21:57:50,0
search_df0077efa4a64900a4d718f6a1addee7,"(dataset) AND (""open-domain targeted sentiment analysis"") AND (""user reviews"") AND (Yelp OR Amazon)",2025-05-22T21:58:14,1
search_df544f41cc934f6a84fe4162da1d5fe5,"(research) AND (""challenges faced by neural networks"") AND (""discerning causation from correlation"")",2025-05-22T21:57:53,3
search_df786b7f421b4820bfb34b264a92fdd6,"(innovative approaches) AND (""data annotation"") AND (""Amazon Mechanical Turk"") AND (""maximizing document coverage"") AND (""trade-off"" AND ""full annotation"" AND ""broader document coverage"")",2025-05-22T21:57:04,0
search_e003c6769e3241e8a4273421b2b783c0,"(Named Entity Recognition) AND (""multiple languages"") AND (""retrieving related knowledge"") AND (""ambiguous named entities"")",2025-05-22T21:57:07,12
search_e054d9ff34c64fb8a88f0929f21a5c10,"(research) AND (""online community dataset"") AND (""machine learning models"") AND (""hate speech identification"")",2025-05-22T21:57:56,10
search_e09b6bf7729544e3af5f932dbc19a343,"(guidelines) AND (""standard practices"") AND (""probing machine learning models"") AND (""discern what information"") AND (""without training on a new task"")",2025-05-22T21:57:16,0
search_e0fd6d429e0f46e9add6698975b1c511,(tools) OR (studies) AND (morphological analyzer) AND (multiple Arabic dialects),2025-05-22T21:56:50,12
search_e2422c2e30564a17a5719b6559e28a42,"(research) AND (""multilingual language models"") AND (""understand plural/singular verb agreement"") AND (""multiple languages"")",2025-05-22T21:58:02,12
search_e2e26e7e934445c6a97f0f7c84a00367,"(research) AND (""automatic evaluation metrics"") AND (""summarization tasks"") AND (""disagree with each other"")",2025-05-22T21:57:17,1
search_e40c30ac09de4eec9520c0b4ba779f39,"(theoretical basis) AND (""nuclear norm"" AND ""weight matrix"") AND (""measure of complexity"") AND (""linear models"" AND ""probing tasks"")",2025-05-22T21:57:02,0
search_e5d7d528d7f34ae8a348da09d438fef2,"(research) AND (""in-depth examination of the shortcomings"") AND (""pretraining evaluation measures"" AND BERTScore) AND (""alignment with human evaluative assessments"")",2025-05-22T21:58:02,0
search_e5eb4ea4b62f4685806b8fd2732e3cbd,"(paper) AND (""constituency parsing performance"") AND (""partition strategy"" AND ""content embedding"") AND (""positional embedding"" AND ""self-attention"") AND (""label attention layers"")",2025-05-22T21:57:04,2
search_e6d19705a861451cbe8a33e6a139406a,"(research) AND (""contrastive learning"") AND (""improving logical reasoning over text"")",2025-05-22T21:57:39,12
search_e739ffdbb144433e8fb7081a0e638467,"(paper) AND (""typical configurations"") AND (""fine-tuning"") AND (""deep bidirectional transformers"" AND (BERT OR RoBERTa)) AND (""language understanding tasks"")",2025-05-22T21:57:18,0
search_e7c6486943a7484e800d028457bf2981,"(work) AND (""improves integrated gradients"") AND (""leveraging interpolation strategies"") AND (""improve gradient accuracies"")",2025-05-22T21:58:05,12
search_e81916375547409db6cad4b5499909a0,"(morphological embedding algorithms) AND (""word2vec model"") AND (""character n-grams"")",2025-05-22T21:57:05,12
search_e89b6f825cd0413b95ba44bd1845b8c4,"(specialized question answering dataset) AND (""intricate tables"") AND (""certain sectors"" AND ""airline industry"")",2025-05-22T21:58:15,0
search_e952e7327fcc4f7d8121d219342ed920,"(new metrics) AND (""assess the factual alignment"") AND (""machine-generated summaries"") AND (""original source texts"")",2025-05-22T21:58:05,12
search_ea59798cace044349fe8436726c02914,"(key papers) AND (""attention mechanisms"") AND (""bidirectional recurrent neural networks"") AND (""relation classification"")",2025-05-22T21:57:10,12
search_ec0979786dea4020b1d8c461a1e10b55,"(approaches) AND (""generating sports news reports"") AND (""event data"") AND (models) AND (""Finnish language NLP"")",2025-05-22T21:57:09,12
search_ec1d3b3540ef4e3783bca00b8b363dbf,"(research papers) AND (""human capacity to distinguish"") AND (""AI-generated text"") AND (""human-authored text"")",2025-05-22T21:58:09,12
search_ec96c67682324a6a9d72eb0c2fc36547,"(scholarly articles) AND (""refining language models"") AND (""exclusive modification of bias parameters"") AND (""linear components"")",2025-05-22T21:57:42,2
search_ed2f74389e1f498b8c50d6b75f531cfc,"(study) AND (""data-augmentation"") AND (""biomedical named-entity recognition"") AND (""replacing entities"") AND (""semantically similar sentences"")",2025-05-22T21:57:24,2
search_ee728a52dde14f31aefdbd6045156461,"(studies) AND (""analyzing and constructing models"") AND (""discourse organization"") AND (""multi-turn conversations"") AND (""multi-party conversations"") AND (""separating dialogues"")",2025-05-22T21:57:43,0
search_eea3295b65b64052ab547576c41dc1fb,"(contemporary research paper) AND (""natural language watermarking quality"") AND (""algorithmic methods"")",2025-05-22T21:57:23,12
search_ef993a78e2f34584bc741f8e67471bfd,"(reinforcement learning models) AND (""multi-hop reasoning"") AND (""erroneously correlating outcome"") AND (""irrelevant actions"" OR ""coincidental actions"")",2025-05-22T21:57:09,0
search_f0e1455b89274d4f81500e71f3e80b31,"(multilingual corpus) AND (reviews) AND (DVDs OR music OR books) AND (""cross-language sentiment classification"")",2025-05-22T21:57:15,2
search_f0f73ca4239c41999ca8174a41d15b0a,"(articles) AND (""role of late interaction"") AND (""dense retrieval systems"") AND (""performance of information retrieval"")",2025-05-22T21:57:32,2
search_f1bd57c59c1840fea5810ec1c1d83b18,"(research efforts) AND (""gather dialogue data via crowdworkers"") AND (""enhance conversational information retrieval systems"")",2025-05-22T21:58:06,12
search_f1fc9614c8284527ba20bee9a4dee618,"(comprehensive dataset) AND (""influential in fact verification research"")",2025-05-22T21:57:04,12
search_f38318a40bbe469d858a049e3b2b648d,"(dataset) AND (""question-answer pairs"") AND (""psychological counseling"") AND (""available for research"")",2025-05-22T21:58:14,1
search_f4d0004660444f2d92216741c44ccb42,(research papers) AND (compress) AND (large-scale language models) AND (task-agnostic knowledge distillation),2025-05-22T21:56:49,11
search_f5d32f67f3324a63bf6fb3075f2ed91e,"(studies) AND (""data-poisoning strategies"") AND (""very few poisoned training examples"")",2025-05-22T21:58:19,12
search_f6b03463edae4f72b5619cb222e6070d,"(study) AND (""data annotation paradigms"") AND (""assuage concerns in lack of annotator expertise"") AND (""using crowdsourcing"")",2025-05-22T21:57:46,12
search_f722f033d81e461f87700ef3e989b09d,"(study) AND (""large language models"") AND (""generating ideas pertinent to scientific concepts"") AND (""scientific writing ideation stage"")",2025-05-22T21:58:15,5
search_f7d29292a8774f52a0edd3e8e3ede06b,"(corpora) AND (""frequently used"") AND (""benchmark English readability assessment tools"")",2025-05-22T21:57:17,12
search_f8381e7f6c2845c08fd7a61216ed9cd7,"(recent papers) AND (expert models AND anti-expert models) AND (""text generation"") AND (""mitigate toxic output"")",2025-05-22T21:57:19,12
search_fa961ec281a74fc398cbb2883e4ae76f,"(study) AND (""beta distribution"") AND (""sample span sizes"") AND (""unsupervised learning frameworks"") AND (""text representation"")",2025-05-22T21:57:47,4
search_fb97cbcec42646a4bf8a323483d1eebe,"(scholarly articles) AND (""scaling laws"") AND (""parameter-efficient prompt tuning techniques"") AND (""fine-tuning language models"")",2025-05-22T21:58:18,0
search_fbaac5d943c7479696beeec2c0b31116,"(research papers) AND (""improve BERT's efficiency"") AND (""long-text tasks"") AND (""early exiting"" OR ""self-distillation strategies"")",2025-05-22T21:58:08,12
search_fbee2d929e5d470c8aa3a9494c9271ac,"(research) AND (""sequence-to-sequence pre-training"") AND (""natural language tasks"") AND (""denoising process"")",2025-05-22T21:57:02,12
search_fc1984ffe6ec4220ae950cba3d494ba5,"(research) AND (""detecting common errors"") AND (""additions and omissions"") AND (""machine translation"")",2025-05-22T21:57:50,0
search_fc4ffce8afbc4ac9b7a8391ce97c76de,"(research) AND (""prompt tuning"") AND (""domain transfer"")",2025-05-22T21:57:51,9
search_fc51ed4f9a8b49f1b2916cbfae662944,"(research) AND (""enhancing the RoBERTa model"") AND (""event extraction"") AND (""Bi-LSTM"") AND (""CRF layer"")",2025-05-22T21:57:42,3
search_fc73d56d772144c2b6b828cf4d16aecf,"(comprehensive dataset) AND (""summarizing broad-spectrum conversational dialogues"")",2025-05-22T21:58:14,12
search_fc9ba48192d344b190efe45cc45450f9,"(research) AND (""expanding keyword collections"") AND (""embedding similarity"") AND (""weakly-supervised document categorization"")",2025-05-22T21:57:59,0
search_fcc573833995431190b6f834627af750,"(reference) AND (""classifiers for suicide risk detection"") AND (""low-resource language"") AND (""explicit suicide-related terminology"")",2025-05-22T21:56:59,2
search_fdd1450ed8ad4c6ca8dd78af196c0ea2,"(datasets) AND (""SQL annotations"" AND WikiTQ)",2025-05-22T21:56:59,0
search_fe94671fbe3146cb8213ca01b35255c2,"(research) AND (""multilingual pre-trained models"") AND (""identical sets of neural units"") AND (""encode morphosyntactic features"") AND (""various languages"")",2025-05-22T21:58:16,12
search_ff3dc2bc423444deab94886152e48d81,"(research) AND (""disambiguating word senses"") AND (""infrequent scenarios"") AND (""zero-shot scenarios"")",2025-05-22T21:57:23,3
search_ffaee0975dd04eed8977350b8616bf41,"(research) AND (""autoencoder architectures"") AND (""generate e-commerce product descriptions"") AND (""integrating product titles, features, and supplementary descriptions"")",2025-05-22T21:57:42,0
