work_id,author_position,author_id,institution_id,raw_affiliation_string
2051179649,last,5061357549,115498069.0,"Department of Pediatrics, The Jikei University School of Medicine"
2051180529,first,5020875533,,
2051180529,last,5040010116,,
2051180794,first,5029414284,,
2051180794,middle,5056986606,,
2051180794,middle,5053730749,,
2051180794,middle,5070106223,,
2051180794,last,5086132698,,
2051181815,first,5022719891,2801919071.0,"University of Illinois , USA"
2051182473,first,5029924681,118347636.0,Australian National University
205118251,first,5054000647,71267560.0,"Department of Agricultural Sciences, University of Naples ‘Federico II’, Portici, Naples, Italy"
2051182868,first,5047169769,,Aviation University of Air Force
2051182868,middle,5005020376,,Aviation University of Air Force
2051182868,middle,5038838837,,Aviation University of Air Force
2051182868,middle,5062198870,,Aviation University of Air Force
2051182868,middle,5020600189,,Aviation University of Air Force
2051182868,last,5019738494,,Aviation University of Air Force
205118305,first,5011743476,,
2051183204,first,5087602901,,"Nuclear Development Corporation of America, White Plains, New York"
2051183401,first,5025583560,191242182.0,"Centro de Quimica, Instituto Venezolano de Investigaciones Cientificas (IVIC), Apartado 21827, Caracas 1020A, Venezuela"
2051183401,middle,5035722682,191242182.0,"Centro de Quimica, Instituto Venezolano de Investigaciones Cientificas (IVIC), Apartado 21827, Caracas 1020A, Venezuela"
2051183401,last,5026940991,191242182.0,"Centro de Quimica, Instituto Venezolano de Investigaciones Cientificas (IVIC), Apartado 21827, Caracas 1020A, Venezuela"
2051183471,first,5032828472,,
2051183609,first,5044368045,,
2051184425,first,5006372117,4210126868.0,University of Georgia School of Law
2051184819,first,5044339534,,
2051184819,last,5032828472,,
205118494,first,5075723628,,
2051185615,first,5048192566,118517470.0,P.N. Lebedev Physics Institute (Russia)
2051185615,middle,5002587301,118517470.0,P.N. Lebedev Physics Institute (Russia)
2051185615,middle,5023779041,118517470.0,P.N. Lebedev Physics Institute (Russia)
2051185615,middle,5066838003,118517470.0,P.N. Lebedev Physics Institute (Russia)
2051185615,last,5003214232,118517470.0,P.N. Lebedev Physics Institute (Russia)
2051186739,first,5072797742,,
2051186739,last,5080782025,203088144.0,Nova University in Fort Lauderdale
2051187688,first,5058691660,130828816.0,"Physics Department University of Leeds Leeds LS2 9JT, U.K."
2051187688,last,5012427925,130828816.0,"Physics Department University of Leeds Leeds LS2 9JT, U.K."
2051187689,first,5068820249,110166357.0,Department of Physics and Astrophysics University of Delhi  Delhi India
2051187689,last,5091239365,110166357.0,Department of Physics and Astrophysics University of Delhi  Delhi India
2051188820,first,5067845888,,
2051190006,first,5019738494,127558574.0,"R & D Department of Process Technology, DSM Research B.V., Geleen, The Netherlands"
2051190936,first,5060074227,51226738.0,"Department of Radiology, Dong-A University College of Medicine, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051190936,middle,5062915596,51226738.0,"Department of Radiology, Dong-A University College of Medicine, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051190936,middle,5083251793,193775966.0,"Department of Radiology, Yonsei University College of Medicine, 134 Shinchon-dong, Seodaemun-gu, Seoul, 120-752, Republic of Korea"
2051190936,middle,5043013411,51226738.0,"Breast Center, Dong-A University Medical Center, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051190936,middle,5007972136,51226738.0,"Department of Radiology, Dong-A University College of Medicine, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051190936,middle,5000942206,51226738.0,"Department of Plastic Surgery and Reconstructive Surgery, Dong-A University College of Medicine, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051190936,last,5073456593,51226738.0,"Department of Radiology, Dong-A University College of Medicine, 1,3-ga, Dongdaesin-dong, Seo-gu, Busan, 602-715, Republic of Korea"
2051191844,first,5042045648,,"Architectural Design and Planning Services, 15 Pembroke Road, Clifton, Bristol, UK"
2051192056,first,5013514001,,
2051192056,last,5050964499,,
2051192453,first,5051873291,4210100693.0,"State Research Institute of Chemicals and Ultrapure Chemical Substances, Moscow, Russia"
2051192453,last,5029831246,4210100693.0,"State Research Institute of Chemicals and Ultrapure Chemical Substances, Moscow, Russia"
2051192594,first,5017707285,,
2051192594,last,5002142037,,
2051192755,first,5086210261,112713213.0,"Department of Computer Science, University Gaston Berger, P.O Box 234 Saint-Louis, Senegal"
2051192755,last,5076559815,112713213.0,"Department of Computer Science, University Gaston Berger, P.O Box 234 Saint-Louis, Senegal"
2051192885,first,5005372190,,
2051193728,first,5074758078,,"Akustikkompetenzzentrum, Graz, Austria"
2051193728,middle,5010447879,,"Akustikkompetenzzentrum, Graz, Austria"
2051193728,middle,5054826195,,"Akustikkompetenzzentrum, Graz, Austria"
2051193728,middle,5026940991,,
2051193728,last,5009746570,,
2051194448,first,5071741692,78577930.0,"Chief of Pediatric Surgery, The Rocky Mountain Hospital for Children, Denver, Colorado.; Clinical Professor of Surgery, Columbia University College of Physicians and Surgeons, New York, New York."
2051194448,first,5061531752,4210131159.0,"Chief of Pediatric Surgery, The Rocky Mountain Hospital for Children, Denver, Colorado.; Clinical Professor of Surgery, Columbia University College of Physicians and Surgeons, New York, New York."
2051194752,first,5023158589,,
2051194941,first,5090664376,,
2051195062,first,5083043755,4210124779.0,"National Aeronautics and Space Administration Washington, DC, USA"
2051195062,middle,5024951508,1334627681.0,"Jet Propulsion Laboratory Pasadena, CA, USA"
2051195062,last,5058050138,4210124779.0,"National Aeronautics and Space Administration Washington, DC, USA"
2051196023,first,5075559582,,
2051196445,first,5085149146,4210120094.0,"Instituto de Investigaciones Fisicoquímicas Teóricas y Aplicadas, Sección Química Teórica, Sucursal 4—Casilla de Correo 16, La Plata 1900, Argentina"
2051196966,first,5005617701,205274468.0,"Departments of Clinical Medicine and Biochemistry, Trinity College, Dublin 2,"
2051196966,middle,5065061430,205274468.0,"Departments of Clinical Medicine and Biochemistry, Trinity College, Dublin 2,"
2051196966,last,5030237199,205274468.0,"Departments of Clinical Medicine and Biochemistry, Trinity College, Dublin 2,"
2051197126,first,5033355358,,"Music Specialist and band director at Santa Rosa Boarding and Day School in Sells, Arizona."
2051197174,first,5071305673,,
2051197174,middle,5057126228,,
2051197174,middle,5021079206,,
2051197174,middle,5009746570,,
2051197174,middle,5066572586,,
2051197174,last,5052810313,,
2051197413,first,5087984395,4210109156.0,Max Planck Institut für Astronomie Heidelberg Germany
2051197413,middle,5027852733,4210109156.0,Max Planck Institut für Astronomie Heidelberg Germany
2051197413,middle,5000276923,4210109224.0,"Laboratoire d'Astrophysique, Observatoire de Grenoble, Grenoble Cedex, France"
2051197413,last,5067006146,1306486109.0,"Dublin Institute for Advanced Studies, School of Cosmic Physics, Ireland"
2051198808,first,5086444426,,"Pound Ridge, New York"
2051199660,first,5010789873,157455823.0,"SUNY, New Paltz, NY 12561"
2051199660,middle,5085591989,157455823.0,"SUNY, New Paltz, NY 12561"
2051199660,middle,5083251793,157455823.0,"SUNY, New Paltz, NY 12561"
2051199660,last,5065061430,4210091433.0,"IBM Corp., Poughkeepsie, NY 12602"
2051199721,first,5065415889,4210120668.0,"Department of Anesthesiology, Citizens Hospitals, Serilingampally, Hyderabad, Telangana, India; This is an open-access article distributed under the terms of the Creative Commons Attribution-Noncommercial-Share Alike 3.0 Unported, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
2051199721,middle,5001166023,4210120668.0,"Department of Anesthesiology, Citizens Hospitals, Serilingampally, Hyderabad, Telangana, India; This is an open-access article distributed under the terms of the Creative Commons Attribution-Noncommercial-Share Alike 3.0 Unported, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
2051199721,middle,5031016286,4210120668.0,"Department of Anesthesiology, Citizens Hospitals, Serilingampally, Hyderabad, Telangana, India; This is an open-access article distributed under the terms of the Creative Commons Attribution-Noncommercial-Share Alike 3.0 Unported, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
2051199721,last,5057124086,4210120668.0,"Department of Anesthesiology, Citizens Hospitals, Serilingampally, Hyderabad, Telangana, India; This is an open-access article distributed under the terms of the Creative Commons Attribution-Noncommercial-Share Alike 3.0 Unported, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
2051200648,first,5076268018,,
2051200648,middle,5047681132,,
2051200648,last,5001110049,,
2051201179,first,5044032928,,
2051201179,middle,5037599277,,
2051201179,middle,5050964499,,
2051201179,last,5007604289,,
2051201341,first,5015394724,33849332.0,"Department of Biomedical Engineering, Faculty of Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia."
2051201341,last,5080874815,33849332.0,"Department of Biomedical Engineering, Faculty of Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia."
2051201651,first,5065356202,28407311.0,Univ. of Manchester (United Kingdom)
2051201651,last,5069308466,28407311.0,Univ. of Manchester (United Kingdom)
2051201833,first,5084737453,,"Astrophysical Institute of the Academy of Sciences of the Kazakh SSR, U.S.S.R."
2051202336,first,5006741875,,
2051202336,middle,5074969093,,
2051202336,last,5068485943,,
2051202427,first,5019872225,,
2051202558,first,5020737678,,"Docent, bitr. överläkare (korrespondens), Reijo Hirvenoja, Psykolog, Psykiatriska kliniken, Uleåborgs Universitet, SF-90210, Uleåborg, Finland"
2051202558,last,5037703738,,"Docent, bitr. överläkare (korrespondens), Reijo Hirvenoja, Psykolog, Psykiatriska kliniken, Uleåborgs Universitet, SF-90210, Uleåborg, Finland"
2051202794,first,5070810077,,
2051203106,first,5000942206,,
2051203244,first,5004747807,,"Southern California, University, Los Angeles, Calif."
2051203244,middle,5065281470,,"Southern California, University, Los Angeles, Calif."
2051203244,middle,5052332422,,"Southern California, University, Los Angeles, Calif."
2051203244,last,5065552531,196883781.0,"Clarkson College of Technology, Potsdam, N.Y."
2051203478,first,5033181376,,
2051203478,last,5066838003,,
2051205600,first,5052810313,,
2051205600,middle,5007428634,,
2051205600,last,5084785027,,
2051205938,first,5030237199,91045830.0,"Cyclotron Institute, Texas A&M University, College Station, TX 77843-3636 USA and Department of Physics, Texas A&M University, College Station TX 77843-4242, USA"
2051206001,first,5054826195,,
2051206001,last,5037014853,,
2051206521,first,5067845888,,
2051207160,first,5068820249,,
2051207431,first,5037703738,,
2051207645,first,5047975619,,"Department of Experimental Pathology, The John Curtin School of Medical Research, Canberra, ACT 2601, Australia"
2051207645,last,5072053758,,"Department of Experimental Pathology, The John Curtin School of Medical Research, Canberra, ACT 2601, Australia"
2051207913,first,5060049581,193223587.0,"Department of Mathematics, University of Trento, Povo, Italy"
2051208169,first,5047681132,1313323035.0,"Institute of Semiconductor Physics, Siberian Division of the Russian Academy of Sciences, Novosibirsk, Russia"
2051208169,first,5033204973,4210138567.0,"Institute of Semiconductor Physics, Siberian Division of the Russian Academy of Sciences, Novosibirsk, Russia"
2051208169,last,5085932070,1313323035.0,"Institute of Semiconductor Physics, Siberian Division of the Russian Academy of Sciences, Novosibirsk, Russia"
2051208169,last,5040427649,4210138567.0,"Institute of Semiconductor Physics, Siberian Division of the Russian Academy of Sciences, Novosibirsk, Russia"
2051208216,first,5040427649,,
2051209215,first,5065185246,2801323708.0,"University Eye Hospital, Medical Centre Ljubljana, Ljubljana, SLOVENIA"
2051209215,last,5049923176,2801323708.0,"University Eye Hospital, Medical Centre Ljubljana, Ljubljana, SLOVENIA"
2051209437,first,5090856588,4210104735.0,"(Sandia National Laboratories, Albuquerque, NM USA[1])"
2051209437,last,5057124086,4210104735.0,"Sandia National Laboratories, Albuquerque, NM USA"
2051209728,first,5035966325,81556334.0,"Centre For Excellence in Comput. Eng. & Networking, Amrita Vishwa Vidyapeetham, Coimbatore, India"
2051209728,middle,5065024297,81556334.0,"Centre For Excellence in Comput. Eng. & Networking, Amrita Vishwa Vidyapeetham, Coimbatore, India"
2051209728,last,5013318251,81556334.0,"Centre For Excellence in Comput. Eng. & Networking, Amrita Vishwa Vidyapeetham, Coimbatore, India"
2051210832,first,5024732052,,Jilin Business and Technology College
2051210832,last,5055935882,179324530.0,Jilin University of Finance and Economics
2051211026,first,5020483292,36234482.0,"Department of Earth Science, University of Bristol, Queens Road, Bristol, BS8 1RJ, UK"
2051211026,last,5033568231,98677209.0,"Department of Geology and Geophysics, University of Edinburgh, West Mains Road, Edinburgh, EH9 3JW, UK"
2051211043,first,5086118789,32389192.0,"University of Alabama School of Nursing, University of Alabama at Birmingham, UAB Station, Birmingham, AL 35294-1210"
2051211688,first,5033077809,2800191616.0,"Department of Neurology, Maastricht University Medical Centre, Maastricht, The Netherlands;"
2051211688,middle,5056029393,2800191616.0,"Department of Neurosurgery, Maastricht University Medical Centre, Maastricht, The Netherlands"
2051211688,middle,5011899689,4210127939.0,"Department of Neurology, Atrium Medical Centre Parkstad, Heerlen, The Netherlands"
2051211688,middle,5046265468,2800191616.0,"Department of Neurosurgery, Maastricht University Medical Centre, Maastricht, The Netherlands"
2051211688,last,5044612344,2800191616.0,"Department of Neurosurgery, Maastricht University Medical Centre, Maastricht, The Netherlands"
2051211866,first,5081616503,44563897.0,"Laboratoire de Chimie Macromoléculaire, U.A. 351 du C.N.R.S., Université des Sciences et Techniques de Lille Flandres Artois 59655 Villeneuue d'Ascq CedexFrance"
2051211866,last,5080719634,44563897.0,"Laboratoire de Chimie Macromoléculaire, U.A. 351 du C.N.R.S., Université des Sciences et Techniques de Lille Flandres Artois 59655 Villeneuue d'Ascq CedexFrance"
2051212641,first,5045541568,,
2051212641,middle,5056624209,,
2051212641,middle,5085932070,,
2051212641,middle,5066985949,,
2051212641,last,5017062408,,
2051214037,first,5010789873,47508984.0,"Lecturer, Department of Mechanical Engineering, Imperial College of Science and Technology, Exhibition Road, London, S.W.7."
2051214119,first,5030237199,201537933.0,"Department of Applied Bioorganic Chemistry, Division of Life Science, Graduate School of Agricultural Science, Tohoku University, 1-1, Tsutsumidori-Amamiyamachi, Aoba-ku, Sendai 981-8555, Japan"
2051214119,last,5069242667,201537933.0,"Department of Applied Bioorganic Chemistry, Division of Life Science, Graduate School of Agricultural Science, Tohoku University, 1-1 Tsutsumidori-Amamiyamachi, Aoba-ku, Sendai 981-8555, Japan"
2051214562,first,5052378655,,
2051214828,first,5041827931,149213910.0,"Department of ChemistryUniversity of Antwerp, Drie Eiken Campus, Universiteitsplein 1, Wilrijk B2610, Belgium; School of ChemistryUniversity of the Witwatersrand, Private Bag X3, Wits, South Africa"
2051214828,first,5034051555,192619145.0,"Department of ChemistryUniversity of Antwerp, Drie Eiken Campus, Universiteitsplein 1, Wilrijk B2610, Belgium; School of ChemistryUniversity of the Witwatersrand, Private Bag X3, Wits, South Africa"
2051214828,middle,5034051555,149213910.0,"Department of ChemistryUniversity of Antwerp, Drie Eiken Campus, Universiteitsplein 1, Wilrijk B2610, Belgium; Department of Science and Laboratory TechnologyDar-es-Salaam Institute of Technology , PO Box 2958, Dar-es-Salaam, Tanzania"
2051214828,middle,5014063849,195608997.0,"Department of ChemistryUniversity of Antwerp, Drie Eiken Campus, Universiteitsplein 1, Wilrijk B2610, Belgium; Department of Science and Laboratory TechnologyDar-es-Salaam Institute of Technology , PO Box 2958, Dar-es-Salaam, Tanzania"
2051214828,middle,5026914227,149213910.0,"Department of ChemistryUniversity of Antwerp, Drie Eiken Campus, Universiteitsplein 1, Wilrijk B2610, Belgium"
2051214828,middle,5012427925,137616099.0,"Department of Chemistry and PhysicsTshwane University of Technology, Private Bag X680 , Pretoria0001, South Africa"
2051214828,last,5022719891,11983389.0,"Division of Chemistry and MaterialsSchool of Biology, Chemistry and Health Sciences, Manchester Metropolitan University, All Saints Campus , Oxford Road, Manchester M1 5GD, UK"
2051215193,first,5025986188,47652572.0,"La Salle University, Philadelphia, USA"
2051215735,first,5047461444,2799732068.0,"*Cardiology Registrar; Hallstrom Institute of Cardiology, Royal Prince Alfred Hospital, Camperdown, N.S.W"
2051215735,middle,5061531752,2799732068.0,"*Cardiology Registrar; Hallstrom Institute of Cardiology, Royal Prince Alfred Hospital, Camperdown, N.S.W"
2051215735,last,5070810077,2799732068.0,"Hallstrom Institute of Cardiology, Royal Prince Alfred Hospital, Camperdown, N.S.W"
2051215862,first,5090522992,4210115962.0,"Istituto Sperimentale per la Cerealicoltura, Sezione di Bergamo, Bergamo, Italy"
2051215862,last,5029954150,4210115962.0,"Istituto Sperimentale per la Cerealicoltura, Sezione di Bergamo, Bergamo, Italy"
2051216447,first,5057198702,99464096.0,"Geodynamics and geofluids research group, Katholieke Universiteit Leuven, Celestijnenlaan 200E, 3000 Leuven, Belgium"
2051216447,last,5034243585,99464096.0,"Geodynamics and geofluids research group, Katholieke Universiteit Leuven, Celestijnenlaan 200E, 3000 Leuven, Belgium"
2051216450,first,5084737453,,
2051216705,first,5091686644,,
2051216705,middle,5062920055,,
2051216705,middle,5020825814,,
2051216705,middle,5065281470,,
2051216705,middle,5029438796,,
2051216705,middle,5061357549,,
2051216705,last,5004081995,,
2051217243,first,5035625473,,
2051217301,first,5053901088,,"Freelance Science Writer, Stillwater, Minnesota, United States of America"
2051217692,first,5076254444,203765153.0,"Course of Physical Therapy, Akita University School of Health Sciences"
2051217692,middle,5006874901,,"Department of Rehabilitation, Naruko Public Hospital"
2051217692,middle,5025191886,4210148770.0,"Division of Rehabilitation Medicine, Shiogama City Hospital"
2051217692,last,5074008211,,"Department of Rehabilitation, Kurihara Central Hospital"
2051217715,first,5062872027,,
2051217748,first,5019123826,,
2051218676,first,5001149760,226413961.0,"Computer Science, Armstrong Atlantic State University, Savannah"
2051218676,last,5080419223,106165777.0,"School of Computer Science, University of Central Florida, Orlando"
2051218885,first,5047062612,185443292.0,"Department of Physics, Wayne State University, Detroit"
2051218944,first,5065185246,,
2051219096,first,5005617701,,"Dept. of Chemistry and Biochemistry, Rand Afrikaans University, Auckland Park, Republic of South Africa"
2051219096,last,5002142037,,"Dept. of Chemistry and Biochemistry, Rand Afrikaans University, Auckland Park, Republic of South Africa"
2051219111,first,5068820249,4210153150.0,Saarbrücken
2051219908,first,5001149760,10011244.0,"[Comput. Dept., Huanggang Normal Univ., HuangGang, China]"
2051219908,last,5075465227,10011244.0,"[Comput. Dept., Huanggang Normal Univ., HuangGang, China]"
2051220474,first,5067845888,,"281 Fourth Avenue, New York 10"
2051220735,first,5023779041,16733864.0,"Department of Computer Science and Information Engineering National Taiwan University Taipei 106, Taiwan, R.O.C."
2051220735,middle,5089722418,16733864.0,"Department of Computer Science and Information Engineering National Taiwan University Taipei 106, Taiwan, R.O.C."
2051220735,last,5038838837,16733864.0,"Department of Computer Science and Information Engineering National Taiwan University Taipei 106, Taiwan, R.O.C."
2051221079,first,5088774335,,
2051221079,middle,5084737453,,
2051221079,last,5087984395,,
2051221318,first,5036578348,,
2051221318,last,5086132698,,
2051221393,first,5016174754,904495901.0,"Lehrstuhl für allgemeine Elektrotechnik und Akustik, Ruhr‐Universität, D‐4630 Bochum, Postfach 102148, West Germany"
2051221450,first,5045541568,,
2051221450,last,5044944579,,
2051221670,first,5022425980,27483092.0,"Department of Clinical and Experimental Medicine, Section of Pharmacology, University of Perugia, Italy"
2051221670,middle,5083179065,,
2051221670,middle,5023934619,,
2051221670,middle,5072053758,,
2051221670,middle,5061252395,,
2051221670,middle,5029720502,,
2051221670,middle,5065061430,,
2051221670,middle,5059725315,,
2051221670,middle,5074758078,,
2051221670,last,5062289468,,
2051221680,first,5085701476,,
2051221680,middle,5033738984,,
