id,display_name,subfield_id,subfield_display_name,field_id,field_display_name,domain_id,domain_display_name,description,keywords,works_api_url,wikipedia_id,works_count,cited_by_count,updated_date
10167,Influenza Virus Research and Epidemiology,2713,Epidemiology,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the research and epidemiology of influenza viruses, including topics such as H1N1, pandemic potential, vaccine efficacy, viral pathogenesis, and the development of antibodies. It covers a wide range of aspects related to influenza virus, from molecular structure to global burden and transmission patterns.",Influenza; Virus; Epidemiology; H1N1; Pandemic; Vaccines; Respiratory; Genomics; Pathogenesis; Antibodies,works?filter=topics.id:T10167,Influenza,101658,1919832,2024-02-26T04:50:39.838506
10281,Lithium Battery Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,"This cluster of papers focuses on advances in lithium battery technologies, including topics such as lithium-sulfur batteries, solid-state electrolytes, nanostructured cathodes, high-energy storage, dendrite-free deposition of lithium metal, polymer electrolytes, sulfur hosts for cathodes, ionic conductivity, cathode materials, and electrochemical stability.",Lithium-Sulfur Batteries; Solid-State Electrolytes; Nanostructured Cathodes; High-Energy Storage; Dendrite-Free Deposition; Polymer Electrolytes; Sulfur Hosts; Ionic Conductivity; Cathode Materials; Electrochemical Stability,works?filter=topics.id:T10281,Lithium_battery,56567,1913014,2024-02-26T04:58:50.237622
11541,Oxytocin and Social Behavior Regulation,3207,Social Psychology,32,Psychology,2,Social Sciences,"This cluster of papers explores the role of oxytocin and vasopressin in regulating social behavior, trust, attachment, empathy, and parental care. It delves into the neurobiological mechanisms underlying these behaviors and their implications for anxiety and mental health.",Oxytocin; Social Behavior; Neurobiology; Trust; Attachment; Empathy; Parental Care; Vasopressin; Neuropeptides; Anxiety,works?filter=topics.id:T11541,Oxytocin,70119,1911721,2024-02-26T04:49:25.475158
10378,Magnetic Resonance Imaging Applications in Medicine,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,"This cluster of papers covers a wide range of applications and techniques related to magnetic resonance imaging (MRI) in the field of medicine. It includes topics such as perfusion imaging, spectroscopy, parallel imaging, susceptibility weighted imaging, deep learning applications, brain metabolites, functional MRI, quantitative susceptibility mapping, and cardiovascular MRI.",Magnetic Resonance Imaging; Perfusion Imaging; Spectroscopy; Parallel Imaging; Susceptibility Weighted Imaging; Deep Learning; Brain Metabolites; Functional MRI; Quantitative Susceptibility Mapping; Cardiovascular MRI,works?filter=topics.id:T10378,Magnetic_resonance_imaging,117794,1906838,2024-02-26T04:50:57.727328
10105,Osteoarthritis and Cartilage Repair,2745,Rheumatology,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the pathophysiology of osteoarthritis, with an emphasis on cartilage degradation, inflammation, joint mechanics, and potential therapeutic approaches such as cartilage regeneration using mesenchymal stem cells. It also covers the role of chondrocytes, matrix metalloproteinases, and synovitis in the development and progression of osteoarthritis.",Osteoarthritis; Cartilage; Chondrocyte; Inflammation; Joint; Regeneration; Matrix Metalloproteinases; Synovitis; Hypertrophy; Mesenchymal Stem Cells,works?filter=topics.id:T10105,Osteoarthritis,84007,1906453,2024-02-26T04:53:35.876258
10024,Photocatalysis and Solar Energy Conversion,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,"This cluster of papers focuses on the advances in photocatalysis and solar energy conversion, with a specific emphasis on titanium dioxide nanomaterials, visible light photocatalysis, dye-sensitized solar cells, and water splitting. The research covers topics such as enhancing solar absorption, surface science studies, molecular engineering of sensitizers, and the development of efficient panchromatic sensitizers for solar cells.",Photocatalysis; Solar Cells; Titanium Dioxide; Nanomaterials; Visible Light; Dye-Sensitized; Water Splitting; Nanostructures; Efficiency; Semiconductor Nanocrystals,works?filter=topics.id:T10024,Photocatalysis,62772,1904480,2024-02-26T04:54:13.676067
10911,Peptide Synthesis and Drug Discovery,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on peptide synthesis, foldamers, amide bond formation, protein-protein interactions, diversity-oriented synthesis, and macrocycles in the context of drug discovery. It explores strategies for the design, synthesis, and application of peptides as therapeutic agents, as well as the development of novel methods for solid-phase peptide synthesis and chemical ligation.",Peptide Synthesis; Drug Discovery; Foldamers; Amide Bond Formation; Protein-Protein Interactions; Diversity-Oriented Synthesis; Macrocycles; Chemical Ligation; Therapeutic Peptides; Solid-Phase Synthesis,works?filter=topics.id:T10911,Peptide_synthesis,128754,1901860,2024-02-26T04:49:20.146398
10477,Star Formation in Molecular Clouds and Protoplanetary Disks,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers covers a wide range of topics related to star formation, including the formation of stars in molecular clouds, the evolution of protoplanetary disks, the role of interstellar dust and turbulence, astrochemistry, and the influence of magnetic fields on the process. It also explores the characteristics of young stellar objects and accretion disks in various stages of star formation.",Star Formation; Molecular Clouds; Protoplanetary Disks; Interstellar Dust; Turbulence; Astrochemistry; Young Stellar Objects; Accretion Disks; Interstellar Medium; Magnetic Fields,works?filter=topics.id:T10477,Star_formation,79616,1892388,2024-02-26T04:58:38.794234
10012,Population Genetic Structure and Dynamics,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers covers a wide range of topics in population genetics, including inference of population structure and dynamics, genetic diversity, species delimitation, adaptive evolution, and phylogeography. It discusses methods such as microsatellite analysis, Bayesian inference, and the use of molecular markers to understand the genetic makeup and evolutionary history of populations.",Population Genetics; Genetic Structure; Population Dynamics; Microsatellite Analysis; Bayesian Inference; Genetic Diversity; Species Delimitation; Adaptive Evolution; Phylogeography; Molecular Markers,works?filter=topics.id:T10012,Population_genetics,51488,1887013,2024-02-26T04:47:29.033327
10497,Genomic Expression and Function in Yeast Organism,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the genomic expression programs, protein production, and cellular responses of yeast organisms to environmental changes, stress, and fungal pathogens. It also explores the genetic and metabolic regulation, gene knockout techniques, and signaling pathways in yeast.",Yeast; Genomics; Gene Expression; Cell Wall; Stress Response; Fungal Pathogens; Protein Production; Signal Transduction; Environmental Changes; Metabolic Regulation,works?filter=topics.id:T10497,Yeast_genetics,46945,1881352,2024-02-26T04:48:43.388586
10063,Nanoparticle-Based Drug Delivery Systems,2502,Biomaterials,25,Materials Science,3,Physical Sciences,"This cluster of papers focuses on the development and application of nanoparticle-based drug delivery systems, particularly for cancer therapy. It covers topics such as nanocarriers, surface engineering of nanoparticles, magnetic nanoparticles, tumor targeting, polymeric nanoparticles, and the enhanced permeability and retention (EPR) effect. The research explores the synthesis, functionalization, and biomedical applications of various types of nanoparticles for drug delivery.",Nanocarriers; Drug Delivery; Nanoparticles; Cancer Therapy; Surface Engineering; Magnetic Nanoparticles; Biomedical Applications; Tumor Targeting; Polymeric Nanoparticles; EPR Effect,works?filter=topics.id:T10063,Nanoparticle_drug_delivery_systems,60181,1879910,2024-02-26T04:49:04.545807
10263,Eating Disorders and Body Image Concerns,3203,Clinical Psychology,32,Psychology,2,Social Sciences,"This cluster of papers explores the complex interplay of genetic, psychological, and societal factors contributing to eating disorders, body image concerns, and obesity. It delves into the prevalence, risk factors, neurobiological correlates, and treatment approaches for these conditions, with a particular focus on adolescents and the role of genetics. The papers also investigate the impact of media, social comparison, emotional regulation, and cultural influences on body image and eating behaviors.",Eating Disorders; Body Image; Obesity; Genetics; Psychological Factors; Neurobiological Correlates; Prevalence; Treatment; Adolescents; Risk Factors,works?filter=topics.id:T10263,Eating_disorder,91528,1876103,2024-02-26T04:49:42.437297
10122,Impact of Persistent Organic Pollutants on Environment and Health,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,"This cluster of papers focuses on the impact of persistent organic pollutants, including polycyclic aromatic hydrocarbons (PAHs), brominated flame retardants, and dioxins, on the environment and human health. It covers their sources, distribution, bioaccumulation, and potential toxic effects, highlighting the need for regulation and remediation measures to mitigate their adverse impacts.",Polycyclic Aromatic Hydrocarbons; Brominated Flame Retardants; Aryl Hydrocarbon Receptor; Organophosphorus Flame Retardants; Dioxins and Dioxin-Like Compounds; Bioaccumulation; Environmental Exposure; Toxicity; Human Health Effects; Global Distribution,works?filter=topics.id:T10122,Persistent_organic_pollutant,71304,1875895,2024-02-26T04:47:06.200686
10035,Antioxidants and Free Radicals in Health and Disease,2704,Biochemistry,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the role of antioxidants, free radicals, and polyphenols in human health and disease. It covers topics such as oxidative stress, cancer prevention, bioavailability of dietary supplements, and the significance of phenolic compounds in nutrition. The research explores the potential benefits of antioxidants in combating oxidative stress-related conditions and their impact on human health.",Antioxidants; Free Radicals; Polyphenols; Oxidative Stress; Flavonoids; Cancer Prevention; Dietary Supplements; Bioavailability; Phenolic Compounds; Nutritional Significance,works?filter=topics.id:T10035,Antioxidant,68903,1872069,2024-02-26T04:48:30.686320
10364,Fertility Preservation in Cancer Patients,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,"This cluster of papers focuses on fertility preservation in cancer patients, with an emphasis on techniques such as ovarian tissue cryopreservation, oocyte maturation, and embryo development. It explores the impact of gonadotoxic therapy on ovarian function, reproductive aging, and the quality of cryopreserved oocytes. The cluster also delves into the molecular and cellular aspects of follicle development and the role of various growth factors in preserving fertility.",Fertility Preservation; Ovarian Tissue Cryopreservation; Embryo Development; Oocyte Maturation; Reproductive Aging; Gonadotoxic Therapy; Ovarian Function; Cryopreserved Oocytes; Follicle Development; Oocyte Quality,works?filter=topics.id:T10364,Fertility_preservation,110227,1867836,2024-02-26T04:47:48.159536
10489,Neuroendocrine Regulation of Appetite and Body Weight,2807,Endocrine and Autonomic Systems,28,Neuroscience,1,Life Sciences,"This cluster of papers explores the neuroendocrine regulation of appetite and body weight, focusing on the roles of leptin, ghrelin, and insulin in modulating food intake and energy balance. It delves into the intricate neural circuits within the hypothalamus and their interactions with various hormonal signals to regulate feeding behavior and metabolic homeostasis.",Leptin; Ghrelin; Hypothalamus; Food Intake; Obesity; Insulin; Neural Circuits; Energy Balance; Melanocortin System; Hormonal Regulation,works?filter=topics.id:T10489,Appetite#Neuroendocrine_regulation,55990,1858492,2024-02-26T04:56:01.193161
11162,Macromolecular Crystallography Techniques,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,"This cluster of papers encompasses advancements in macromolecular crystallography techniques, including automated model building, small-angle scattering for structural analysis, protein stability assessment, and high-throughput crystallization methods. It also covers topics such as enzyme structure determination, X-ray solution scattering, and data processing for structure solution.",Macromolecular Crystallography; Structure Solution; Small-Angle Scattering; Automated Model Building; Crystal Structure Determination; Protein Stability; X-ray Solution Scattering; Data Processing; Enzyme Structure; High-Throughput Crystallization,works?filter=topics.id:T11162,Macromolecular_crystallography,58275,1856288,2024-02-26T04:52:28.872674
10151,Hepatitis C Infection and Treatment,2721,Hepatology,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the epidemiology, treatment, and outcomes of hepatitis C virus infection. It covers topics such as antiviral therapy, genetic variation in viral clearance, global epidemiology, liver-related mortality, immune responses, and the impact of comorbidities like HIV and diabetes.",Hepatitis C Virus; Treatment; Ribavirin; Interferon; Viral Clearance; Genetic Variation; Epidemiology; Liver Disease; Immune Response; Antiviral Therapy,works?filter=topics.id:T10151,Hepatitis_C,111827,1855965,2024-02-26T04:53:31.717470
10483,Roles of Neurotrophins in Nervous System Function,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,"This cluster of papers explores the roles of neurotrophins, particularly BDNF and GDNF, in neuronal development, synaptic modulation, nerve regeneration, and their implications for conditions such as depression and spinal cord injury. It covers topics such as neurotrophin signaling pathways, axon regeneration, synaptic plasticity, and the impact of neurotrophins on mood disorders.",Neurotrophins; BDNF; Nerve Regeneration; Neuronal Plasticity; Axon Growth; Spinal Cord Injury; GDNF; Synaptic Plasticity; Neural Circuit Development; Depression,works?filter=topics.id:T10483,Neurotrophin,46952,1850891,2024-02-26T04:58:51.528127
11629,Developmental Origins of Adult Health and Disease,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences,"This cluster of papers explores the developmental origins of adult health and disease, focusing on the impact of in utero and early-life conditions on long-term health outcomes. The research covers topics such as fetal programming, metabolic syndrome, epigenetic mechanisms, catch-up growth, hypertension risk associated with low birth weight, and the role of glucocorticoid programming in chronic disease development.",Fetal Programming; Early-Life Conditions; Metabolic Syndrome; Epigenetic Mechanisms; In Utero Nutrition; Catch-Up Growth; Hypertension Risk; Low Birth Weight; Glucocorticoid Programming; Chronic Disease,works?filter=topics.id:T11629,Developmental_Origins_of_Health_and_Disease,118067,1849504,2024-02-26T04:51:57.924436
10608,Adult Neurogenesis and Brain Development,2806,Developmental Neuroscience,28,Neuroscience,1,Life Sciences,"This cluster of papers explores the phenomenon of adult neurogenesis, focusing on the generation, differentiation, and functional implications of new neurons and glial cells in the mammalian brain. It covers various aspects such as the role of neurogenesis in brain development, neuronal replacement, synaptic plasticity, cognitive function, and the potential therapeutic applications for neurological disorders.",Neurogenesis; Adult Stem Cells; Brain Development; Neuronal Differentiation; Hippocampal Neurogenesis; Oligodendrocyte Progenitors; Neural Stem Cells; Glia and Neurons; Cortical Development; Neurogenic Niches,works?filter=topics.id:T10608,Neurogenesis,37955,1848297,2024-02-26T04:54:50.838983
10314,Intergroup Relations and Social Identity Theories,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,"This cluster of papers explores intergroup relations, social identity theories, implicit biases, stereotype threat, prejudice reduction, power dynamics, system justification, morality and justice, attitude change, and group dynamics in various social contexts.",Intergroup Contact; Social Identity; Implicit Bias; Stereotype Threat; Prejudice Reduction; Power Dynamics; System Justification; Morality and Justice; Attitude Change; Group Dynamics,works?filter=topics.id:T10314,Intergroup_relations,45221,1846205,2024-02-26T04:57:51.087424
10116,Male Reproductive Health,2743,Reproductive Medicine,27,Medicine,4,Health Sciences,"This cluster of papers focuses on male infertility, reproductive health, and the underlying factors affecting sperm quality and testicular function. It covers topics such as sperm DNA fragmentation, oxidative stress, spermatogonial stem cells, and the role of androgen receptors in spermatogenesis. Additionally, it explores trends in fertility and the impact of environmental and genetic factors on male reproductive disorders.",Sperm DNA Fragmentation; Oxidative Stress; Spermatogonial Stem Cells; Testicular Function; Reproductive Hormones; Sperm Quality; Germ Cell Development; Androgen Receptor; Semen Analysis; Fertility Trends,works?filter=topics.id:T10116,Male_infertility,95418,1840048,2024-02-26T04:49:04.062573
10549,Neonatal Lung Development and Respiratory Morbidity,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,"This cluster of papers focuses on neonatal lung development, respiratory morbidity, and the impact of various interventions on outcomes for preterm infants. It covers topics such as bronchopulmonary dysplasia, lung stem cells, surfactant proteins, pulmonary hypertension, and the use of antenatal corticosteroids. The research also delves into neonatal resuscitation, oxygen saturation targeting, and the potential for lung regeneration in this population.",Bronchopulmonary Dysplasia; Preterm Infants; Lung Stem Cells; Respiratory Distress Syndrome; Surfactant Proteins; Neonatal Resuscitation; Pulmonary Hypertension; Oxygen Saturation; Antenatal Corticosteroids; Lung Regeneration,works?filter=topics.id:T10549,Neonatal_respiratory_distress_syndrome,128390,1824005,2024-02-26T04:58:41.276105
10181,Statistical Machine Translation and Natural Language Processing,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,"This cluster of papers focuses on statistical machine translation, neural machine translation, dependency parsing, word sense disambiguation, and part-of-speech tagging. It also covers topics such as corpus linguistics, syntax-based translation models, multilingual neural machine translation, and language modeling.",Statistical Machine Translation; Neural Machine Translation; Dependency Parsing; Word Sense Disambiguation; Part-of-Speech Tagging; Corpus Linguistics; Syntax-based Translation Models; Multilingual Neural Machine Translation; Lexical Database; Language Modeling,works?filter=topics.id:T10181,Statistical_machine_translation,208859,1823310,2024-02-26T04:59:08.311358
10587,Role of Autophagy in Disease and Health,2713,Epidemiology,27,Medicine,4,Health Sciences,"This cluster of papers explores the role of autophagy in various diseases, including neurodegenerative diseases, cancer, and infections. It covers the molecular mechanisms, regulation, and therapeutic implications of autophagy, as well as its interactions with apoptosis, inflammation, and immunity.",Autophagy; Disease; Cellular Self-Digestion; Mitophagy; Apoptosis; Lysosomal Biogenesis; Parkinson's Disease; Cancer; Inflammation; Immunity,works?filter=topics.id:T10587,Autophagy,42591,1821389,2024-02-26T04:58:56.508424
10425,Many-Body Physics with Ultracold Gases,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers focuses on the study of many-body physics with ultracold gases, including topics such as quantum simulation, Bose-Einstein condensation, optical lattices, fermi gases, rydberg atoms, quantum information, mott insulators, dipole interactions, and superfluidity.",Ultracold Gases; Quantum Simulation; Bose-Einstein Condensation; Optical Lattices; Fermi Gases; Rydberg Atoms; Quantum Information; Mott Insulator; Dipole Interactions; Superfluidity,works?filter=topics.id:T10425,Ultracold_atom,104209,1821142,2024-02-26T04:58:02.661497
10336,Cancer Stem Cells and Tumor Metastasis,2730,Oncology,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the role of cancer stem cells, epithelial-mesenchymal transition, and the tumor microenvironment in tumor metastasis, drug resistance, and cell plasticity. It explores the identification, regulation, and behavior of cancer stem cells, as well as their interactions with the microenvironment and implications for metastatic colonization. Additionally, it delves into the use of organoid models to study cancer stem cells and tumor progression.",Cancer Stem Cells; Tumor Metastasis; Epithelial-Mesenchymal Transition; Stem Cell Niches; Tumorigenic Cells; Metastatic Colonization; Microenvironment Regulation; Drug Resistance; Cell Plasticity; Organoid Models,works?filter=topics.id:T10336,Cancer_stem_cell,60090,1814497,2024-02-26T04:56:16.823445
10092,Transition Metal Catalysis,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,"This cluster of papers covers a wide range of advances in transition metal catalysis, including polymerization, organometallic chemistry, bond activation, olefin reactions, hydrogenation, NMR chemical shifts, pincer complexes, and dinitrogen reduction.",Catalysis; Transition Metal; Polymerization; Organometallic Chemistry; Bond Activation; Olefin; Hydrogenation; NMR Chemical Shifts; Pincer Complexes; Dinitrogen Reduction,works?filter=topics.id:T10092,Transition_metal_catalysis,98496,1814039,2024-02-26T04:57:09.343902
10212,Electrochemical Biosensor Technology,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,"This cluster of papers focuses on the advances in electrochemical biosensor technology, with a particular emphasis on the use of graphene, carbon nanotubes, and nanomaterials for developing glucose sensors, enzymatic biofuel cells, and non-enzymatic sensors. The research covers various aspects of electrochemistry and highlights the applications of biosensors in diverse fields.",Electrochemical Biosensors; Graphene; Glucose Sensors; Carbon Nanotubes; Enzymatic Biofuel Cells; Nanomaterials; Non-enzymatic Sensors; Electrochemistry; Biosensor Applications; Nanostructured Materials,works?filter=topics.id:T10212,Electrochemical_biosensor,80331,1808880,2024-02-26T04:48:32.641947
10038,Tuberculosis,2725,Infectious Diseases,27,Medicine,4,Health Sciences,"This cluster of papers encompasses a wide range of topics related to tuberculosis, including research on Mycobacterium tuberculosis, drug resistance, immune response, diagnosis methods, vaccine development, host-pathogen interaction, treatment regimens, epidemiology, and genetic diversity. The papers cover various aspects of tuberculosis from molecular mechanisms to global epidemiological trends.",Tuberculosis; Mycobacterium tuberculosis; Drug Resistance; Immune Response; Diagnosis; Vaccine; Host-Pathogen Interaction; Treatment; Epidemiology; Genetic Diversity,works?filter=topics.id:T10038,Tuberculosis,162897,1804200,2024-02-26T04:55:37.621782
10240,Elicitor Signal Transduction for Metabolite Production,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the elicitor signal transduction pathways, genetic engineering techniques, and biotechnological approaches used to enhance the production of plant secondary metabolites. It covers topics such as Agrobacterium-mediated transformation, somatic embryogenesis, hairy root culture, and the biosynthesis of specific metabolites like terpenoid indole alkaloids.",Plant Secondary Metabolites; Agrobacterium-Mediated Transformation; Elicitation; Somatic Embryogenesis; Hairy Root Culture; Terpenoid Indole Alkaloids; Genetic Engineering; Biotechnology; Tissue Culture; Gene Expression,works?filter=topics.id:T10240,Plant_metabolism,132796,1801392,2024-02-26T04:53:35.025127
10661,Biodegradable Polymers as Biomaterials and Packaging,2502,Biomaterials,25,Materials Science,3,Physical Sciences,"This cluster of papers focuses on the development, synthesis, properties, and applications of biodegradable polymers such as polylactic acid (PLA) and polyhydroxyalkanoates. It covers topics including sustainable polymers, tissue engineering materials, ring-opening polymerization, biomedical applications, nanocomposites, and the production of green plastics.",Biodegradable Polymers; Polylactic Acid; Polyhydroxyalkanoates; Sustainable Polymers; Tissue Engineering Materials; Ring-Opening Polymerization; Biomedical Applications; Nanocomposites; Green Plastics; Polyester Synthases,works?filter=topics.id:T10661,Biodegradable_polymer,106607,1796558,2024-02-26T04:48:24.501776
10094,Epilepsy and Seizures,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the diagnosis, classification, management, and neurobiological aspects of epilepsy and seizures. It covers topics such as antiepileptic drugs, status epilepticus, surgical therapy, inflammation, genetics, and drug resistance in epilepsy.",Epilepsy; Seizures; Classification; Antiepileptic Drugs; Status Epilepticus; Neurobiology; Surgery; Inflammation; Genetics; Drug Resistance,works?filter=topics.id:T10094,Epilepsy,125701,1777731,2024-02-26T04:55:52.406562
10076,Mechanisms of Plant Immune Response,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,"This cluster of papers explores the mechanisms of plant immune response, including the role of root exudates, rhizosphere interactions with beneficial and pathogenic microorganisms, systemic acquired resistance, and the impact of plant growth-promoting bacteria. It delves into the signaling pathways, defense mechanisms, and hormonal modulation involved in plant immunity against microbial pathogens.",Plant Immunity; Rhizosphere Interactions; Microbial Pathogens; Pattern Recognition Receptors; Systemic Acquired Resistance; Plant Growth-Promoting Bacteria; Hormonal Modulation; Root Exudates; Pathogen Defense; Microbiome,works?filter=topics.id:T10076,Plant_immunity,47227,1775725,2024-02-26T04:53:56.777499
10049,Magnetic Skyrmions and Spintronics,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers focuses on the study and applications of magnetic skyrmions, spintronics, and related phenomena in ferromagnetic and antiferromagnetic materials. It covers topics such as room-temperature skyrmion lattice formation, spin-torque switching, magnetic domain-wall logic, magnon spintronics, and the use of nanoparticles in these systems.",Skyrmions; Spintronics; Magnetic Tunnel Junctions; Spin Hall Effect; Room Temperature; Nanoparticles; Ferromagnetic Materials; Domain-Wall Logic; Magnonics; Antiferromagnetic Spintronics,works?filter=topics.id:T10049,Skyrmion,100020,1771532,2024-02-26T04:52:32.624875
10494,Viral RNA Silencing and Plant Immunity,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,"This cluster of papers explores the mechanisms of viral RNA silencing, gene silencing, and plant immunity in response to virus infections. It delves into topics such as small RNAs, recombination analysis, virus transmission, and the role of RNA-dependent RNA polymerases in antiviral defense. The cluster also investigates the use of virus-induced gene silencing as a tool for studying gene function in plants.",Viral RNA Silencing; Plant Immunity; Gene Silencing; Virus-Host Interactions; Geminiviruses; Small RNAs; Recombination Analysis; Virus Transmission; RNA-dependent RNA Polymerases; Virus-induced Gene Silencing,works?filter=topics.id:T10494,RNA_silencing,112250,1768158,2024-02-26T04:47:22.678234
10748,Insulin-like Growth Factors in Health and Disease,2712,"Endocrinology, Diabetes and Metabolism",27,Medicine,4,Health Sciences,"This cluster of papers explores the role of insulin-like growth factors (IGFs) in various aspects of health and disease, including their involvement in cancer development and progression, regulation of metabolism, impact on bone growth, neuroendocrine control, and association with conditions like hypopituitarism. It also discusses the signaling pathways and potential therapeutic implications related to IGFs.",Insulin-like Growth Factors; IGF-1; Growth Hormone; Cancer; Metabolism; Hypopituitarism; Receptor Signaling; Bone Growth; Neuroendocrine Control; Prolactin,works?filter=topics.id:T10748,Insulin-like_growth_factor,90720,1764714,2024-02-26T04:56:16.581962
10150,Diagnosis and Management of Fungal Infections,2725,Infectious Diseases,27,Medicine,4,Health Sciences,"This cluster of papers covers the diagnosis, management, epidemiology, and treatment of various fungal infections such as candidiasis, aspergillosis, mucormycosis, and biofilm-related infections. It also discusses antifungal therapy, resistance mechanisms, and the impact of these infections on immunocompromised patients.",Invasive Fungal Infections; Candidiasis; Aspergillosis; Antifungal Therapy; Mucormycosis; Biofilm Formation; Antifungal Resistance; Epidemiology; Immunocompromised Patients; Diagnostic Methods,works?filter=topics.id:T10150,Fungal_infection,91443,1764010,2024-02-26T04:59:02.184306
10678,Cyclooxygenase-2 Inhibitors in Inflammation and Cancer,2736,Pharmacology,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the use of cyclooxygenase-2 (COX-2) inhibitors, such as rofecoxib, celecoxib, and naproxen, in the context of inflammation and cancer. It explores the gastrointestinal and cardiovascular toxicity, chemopreventive effects, and potential risks associated with these drugs. The cluster also delves into the molecular biology of prostaglandins, particularly prostaglandin E2, and their role in modulating immune responses and promoting cancer growth.",Cyclooxygenase-2 Inhibitors; Inflammation; Cancer; Prostaglandins; NSAIDs; Cardiovascular Risk; Colorectal Cancer; Chemoprevention; Prostaglandin E2; COX-2,works?filter=topics.id:T10678,Cyclooxygenase-2_inhibitor,87142,1762919,2024-02-26T04:48:08.473263
10276,Helicobacter pylori Infection and Gastric Cancer,2746,Surgery,27,Medicine,4,Health Sciences,"This cluster of papers focuses on the relationship between Helicobacter pylori infection and the development of gastric cancer. It covers topics such as the pathogenesis of H. pylori infection, management strategies, antibiotic resistance, inflammatory mechanisms, and genetic polymorphisms associated with increased risk of gastric cancer. Additionally, it explores the potential for eradication therapy and preventive measures.",Gastric Cancer; Helicobacter pylori; Inflammation; Antibiotic Resistance; Eradication Therapy; Pathogenesis; Interleukin-1 Polymorphisms; Mucosal Diseases; CagA Protein; Prevention,works?filter=topics.id:T10276,Helicobacter_pylori,125193,1760543,2024-02-26T04:54:13.927401
11871,Detection and Handling of Multicollinearity in Regression Analysis,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,"This cluster of papers focuses on the detection, impact, and handling of multicollinearity in regression analysis. It discusses methods for identifying outliers, robust estimation techniques, variance inflation factors, and the use of depth functions in analyzing data. The cluster also explores the relative importance of predictors, principal component analysis, and the application of these concepts to functional data.",Multicollinearity; Regression Analysis; Outlier Detection; Robust Estimation; Variance Inflation Factor; Principal Component Analysis; Relative Importance; Depth Functions; Robust Statistics; Functional Data,works?filter=topics.id:T11871,Multicollinearity,75736,1759178,2024-02-26T04:58:30.462453
10206,Methods for Evidence Synthesis in Research,1804,"Statistics, Probability and Uncertainty",18,Decision Sciences,2,Social Sciences,"This cluster of papers focuses on methods and guidelines for conducting systematic reviews, meta-analyses, and evidence synthesis in research. It covers topics such as the PRISMA statement, measuring inconsistency in meta-analyses, assessing risk of bias, detecting publication bias, and interpreting effect sizes. The papers also discuss reporting guidelines, quality assessment tools, and diagnostic accuracy in research.",PRISMA Statement; Meta-Analysis; Quality Assessment; Publication Bias; Evidence Synthesis; Reporting Guidelines; Risk of Bias; Diagnostic Accuracy; Research Methodology; Effect Size,works?filter=topics.id:T10206,Systematic_review,35045,1747628,2024-02-26T04:48:33.361679
